CustomerID,CarID,CarColor,Date
826494,125,Koenigsblau,27.05.1955
351383,256,Scharlachrot,22.01.1975
483537,37,Schokoladenbraun,18.01.1976
36618,308,Hellblau,13.04.1965
141414,353,Zitronengelb,05.07.1929
78218,31,Himbeerpink,24.09.1926
307731,241,Dunkelgrau,04.01.2015
524036,33,Blau,01.06.2010
299406,369,Braun,19.04.1984
454915,236,Zartrosa,21.08.1933
776869,126,Amethyst,17.09.1957
612342,205,Smaragd,23.03.1975
671231,249,Lila,01.09.1996
522643,361,Mitternachtsblau,24.11.2003
104018,30,Salbeigruen,11.08.1980
687840,322,Cremeweiss,21.01.1997
4412,98,Dunkelgruen,03.11.1961
220921,123,Schokoladenbraun,13.05.1945
883545,87,Hellgruen,24.05.1947
770289,274,Stahlblau,22.10.1945
921581,10,Ziegelrot,13.10.1972
465531,373,Ziegelrot,01.06.1968
856810,230,Peridotgruen,18.04.2006
464107,23,Mitternachtsblau,15.09.1932
97554,145,Malachitgruen,07.07.1939
731992,3,Silber,15.02.1972
423303,143,Karminrot,25.06.1998
100854,174,Henna,02.04.1929
12178,229,Pflaumenblau,01.03.1957
539016,375,Nussbraun,01.10.1984
3448,6,Gelb,10.06.2015
8329,260,Rosa,21.02.1951
306580,248,Smaragdgruen,10.06.1959
818817,189,Kaktusgruen,10.09.1989
350027,334,Vanille,07.10.1926
294268,273,Zitronengelb,02.02.2005
558271,107,Wasserblau,01.03.1991
722853,104,Gold,18.04.1966
208936,358,Muschelrosa,23.08.1964
192124,307,Aquamarin,11.05.1974
837906,187,Blau,03.01.2021
237788,94,Mokka,26.11.1972
849534,121,Smaragdgruen,08.10.1958
460409,243,Kupfer,24.09.1976
809831,55,Smaragdgruen,25.06.2012
768324,192,Amethyst,05.05.1973
914042,24,Vanille,22.01.1934
677331,13,Senf,21.04.1989
644533,205,Lila,03.10.1967
559170,330,Himbeerpink,20.10.1972
899097,253,Senf,19.06.1962
259862,348,Malachitgruen,24.03.2012
600468,19,Karamell,09.01.1953
886926,231,Lila,06.04.1973
316557,31,Ziegelrot,04.10.1984
571393,77,Karamell,10.06.1927
787056,47,Silber,05.03.1971
795764,303,Orchidee,18.02.1991
873218,87,Himmelblau,23.01.1987
150736,71,Aquamarin,27.03.1976
17659,14,Karminrot,10.05.1983
375893,47,Kaktusgruen,06.10.1924
879339,35,Tannengruen,24.03.1977
550041,128,Himmelgrau,04.06.2005
323429,302,Koralle,08.08.1976
150229,279,Peridotgruen,01.02.1928
249616,201,Olivgruen,03.10.1982
319258,61,Kobaltgruen,06.02.2013
3934,226,Rubinrot,11.06.1933
827263,93,Gruen,16.04.1981
366667,348,Himmelgrau,16.02.1950
852119,327,Jagdgruen,23.03.2021
530294,82,Lavendel,03.07.1928
945100,284,Kirschrot,11.05.1945
502349,105,Cremeweiss,08.09.2016
49784,89,Braun,14.08.2017
531224,134,Zartrosa,22.05.2002
410487,352,Koenigsblau,19.08.1970
90360,51,Schiefergrau,26.11.2019
23327,196,Scharlachrot,10.11.1936
141808,58,Rubinrot,25.08.1991
356998,114,Zitronengelb,23.03.1976
528996,339,Indigo,26.06.1929
303171,172,Blau,07.07.1984
669049,375,Mint,16.01.1948
539542,310,Pfirsich,14.10.1986
565645,356,Scharlachrot,03.11.2016
218063,191,Henna,13.09.1936
291258,75,Rubinrot,02.10.1984
45975,133,Schneeweiss,16.05.1955
1443,276,Cremeweiss,11.05.1930
51476,127,Purpur,06.06.1960
838035,36,Karminrot,06.06.2010
367138,82,Tuerkis,16.01.1962
36835,34,Himbeerpink,10.05.1943
309992,159,Kobaltblau,06.08.1994
483280,342,Kupfer,20.11.1996
350455,262,Wasserblau,17.06.1980
258894,284,Schneeweiss,06.09.1986
54864,73,Grau,01.01.1933
86988,227,Braun,23.11.1927
100588,249,Rot,19.07.1982
726811,113,Magenta,27.09.2016
586456,257,Schlamm,10.10.1949
552571,297,Silber,07.01.2018
105436,198,Dunkelgruen,11.09.1977
116042,185,Grau,18.04.1942
703372,374,Braun,08.02.1956
562811,321,Tannengruen,18.10.1929
133089,348,Kobaltgruen,02.07.2017
517955,198,Malachitgruen,20.02.2021
26690,194,Bronze,18.08.1964
897928,166,Granatrot,02.10.1996
674118,74,Gold,25.06.1926
47402,377,Tuerkis,12.11.1934
182765,377,Muschelrosa,08.08.1980
781178,39,Grau,12.02.1967
295812,127,Rot,24.02.1941
516290,112,Schlamm,02.02.2005
996712,15,Malachitgruen,19.06.1951
88869,373,Salbeigruen,16.02.2010
855201,219,Kobaltblau,10.09.2004
974020,8,Ziegelrot,17.11.2012
60033,299,Himbeerpink,08.08.1963
268948,293,Mokka,23.10.1969
322764,251,Gold,21.02.1988
538291,21,Kobaltgruen,15.07.1938
768042,367,Wasserblau,07.11.2016
296171,30,Sonnengelb,12.11.2004
890760,293,Zinnoberrot,04.08.1977
954202,184,Mint,12.11.1972
938476,312,Tuerkis,19.06.1928
594882,272,Aprikose,13.05.2000
406723,329,Pergament,25.05.1953
581020,197,Scharlachrot,19.04.1934
707779,247,Smaragdgruen,21.05.1947
148145,333,Schiefergrau,26.02.1971
121256,354,Gold,05.11.1973
522029,144,Weiss,21.07.1940
955003,320,Pink,02.02.1923
158013,203,Rosa,03.03.1971
518503,263,Orange,20.07.1998
705718,76,Pink,05.08.1926
672283,376,Limettengruen,05.01.1931
52808,217,Gelb,03.05.1960
471180,1,Himmelgrau,19.10.1997
555147,168,Dunkelblau,16.10.1965
583556,69,Smaragd,01.01.1998
999161,72,Saharasand,15.10.2002
682675,280,Bernstein,06.10.2011
