CustomerID,CarID,CarColor,Date
276838,358,Beige,19.04.1937
507288,289,Schlamm,22.02.1989
779359,80,Pfauenblau,13.04.1972
459305,288,Kobaltgruen,15.10.2015
884340,24,Feuerrot,10.08.1971
485738,284,Rot,10.07.1923
744552,44,Beige,17.10.1962
665127,286,Mokka,14.05.1927
9698,115,Grau,07.10.2002
783105,4,Kupfer,07.10.1958
611637,280,Eisblau,27.04.1990
804313,174,Pfauenblau,02.09.1975
677048,108,Smaragd,13.01.1977
96234,135,Rosa,27.01.1924
776616,75,Kieselgrau,19.05.1992
837499,355,Pfirsich,05.02.2018
298551,82,Saharasand,09.03.1946
936256,279,Blaugruen,05.11.2021
434758,7,Zitronengelb,07.08.1968
247046,303,Schwarz,26.07.2009
639070,294,Himbeerpink,02.10.2014
15065,355,Graphitgrau,04.03.2014
920366,285,Kirschrot,27.10.1929
590598,134,Weiss,02.01.2014
957036,166,Mint,21.01.1989
467131,303,Zartrosa,15.05.1998
581920,154,Pfauenblau,18.08.2006
433922,310,Gelb,07.07.2015
69892,375,Ziegelrot,11.10.1992
257016,154,Ziegelrot,12.07.1931
381076,344,Blau,15.11.1932
366688,374,Purpur,22.11.1932
30784,227,Rot,09.03.1944
96791,200,Nussbraun,20.11.1942
537351,48,Gelb,07.01.1984
24309,80,Mitternachtsblau,14.02.1929
186572,114,Sahne,25.11.1941
106630,65,Moosgruen,11.01.1965
487557,217,Jade,16.08.1972
701237,49,Bronze,06.01.1999
556695,168,Orange,03.08.1928
511650,35,Orange,07.09.2013
352361,139,Saphirblau,22.05.2012
492882,344,Karamell,03.03.1932
248158,369,Rot,15.08.1942
11230,248,Violett,16.09.1966
273217,188,Aprikose,03.03.1998
173303,251,Grau,08.08.1954
847656,61,Elfenbein,15.03.2001
338812,110,Schlamm,23.10.1981
969773,230,Himmelblau,19.07.1993
316514,193,Minzgruen,12.09.1956
473240,241,Eisblau,16.08.1946
306660,266,Jagdgruen,13.03.1965
458547,194,Rubinrot,22.03.1942
236118,50,Pergament,13.09.1929
167484,369,Blaugruen,14.05.1992
837968,157,Kirschrot,06.06.1941
222700,231,Kieselgrau,17.04.1990
724508,1,Karamell,20.07.1942
689534,375,Jade,20.07.1927
631026,34,Eisblau,09.02.1967
166558,163,Aprikose,03.02.2015
594528,34,Bronze,25.04.2019
751845,249,Schokoladenbraun,03.02.2014
433214,195,Karminrot,11.07.2008
513797,315,Himmelblau,27.05.1988
596271,54,Purpur,13.10.1991
641431,143,Schiefergrau,02.11.1997
471349,296,Terrakotta,10.10.2001
542305,238,Weiss,14.04.1989
765139,320,Hellblau,15.03.1948
718391,166,Feuerrot,15.11.1988
945013,268,Dunkelgrau,02.07.1926
482396,357,Blau,24.02.1949
214330,258,Feuerrot,13.04.1948
661586,292,Henna,03.06.1956
542337,169,Pergament,04.07.1967
405699,138,Himmelgrau,09.01.1998
642445,339,Koralle,26.04.1935
528514,238,Dunkelblau,19.08.1985
191095,139,Rosa,24.05.1975
378970,377,Pfauenblau,16.04.1943
337493,288,Zitronengelb,27.08.2016
186443,159,Senf,12.08.2017
42615,376,Eisblau,01.01.1941
727729,264,Kobaltblau,11.10.1955
997191,43,Maisgelb,15.02.2018
816351,65,Himbeerpink,20.05.1982
699739,256,Olivgruen,13.11.1930
828735,255,Cremeweiss,02.07.1989
544703,104,Cremeweiss,11.10.1958
324579,58,Hellblau,18.04.2022
56266,268,Orchidee,27.11.1973
994858,264,Schlamm,06.04.1948
650337,120,Blau,14.08.1928
858243,93,Blau,18.02.1995
808959,153,Pfirsich,16.05.1930
658112,35,Granatrot,27.09.2013
96706,220,Minzgruen,11.05.2012
780263,123,Karamell,11.04.1949
144050,116,Malachitgruen,21.07.2020
240977,127,Maisgelb,15.07.1992
132403,238,Weiss,26.11.1986
740860,260,Pfirsich,16.05.1971
758121,201,Sahne,17.06.1991
110563,197,Schiefergrau,03.07.1977
372543,114,Blau,13.11.1942
241229,1,Amethyst,11.05.1982
234023,16,Blau,18.03.1996
463175,268,Jagdgruen,23.09.1935
743889,160,Magenta,27.08.1970
917537,45,Ozeanblau,05.09.1954
600904,137,Hellblau,17.10.1961
997361,259,Schwarz,05.05.2018
709370,120,Hellgruen,23.01.2003
703063,304,Feuerrot,06.08.2004
332549,175,Vanille,09.06.2001
378013,187,Violett,18.02.1955
425536,187,Koenigsblau,25.06.1993
731761,338,Terrakotta,09.07.1930
656950,304,Vanille,02.09.1939
612499,306,Gold,16.03.1957
981097,323,Gruen,06.03.1996
699514,271,Aquamarin,27.01.2001
800317,32,Tuerkis,08.09.1936
956906,375,Kobaltgruen,13.09.1936
222123,25,Amethyst,26.01.1927
847855,29,Indigo,20.09.1966
798540,127,Ocker,26.06.2020
975827,310,Jagdgruen,20.11.1926
170079,239,Pink,21.10.1963
655496,6,Malachitgruen,08.06.2015
798765,348,Dunkelgrau,08.10.2002
861482,352,Lavendel,07.06.1941
414567,186,Zinnoberrot,19.09.1980
665381,71,Purpurrot,26.05.1977
473727,55,Blau,06.02.1944
165564,156,Eisblau,09.07.2019
78809,323,Rot,01.07.1955
636366,159,Rosa,12.08.1961
228868,8,Kupfer,18.04.1975
722471,258,Koenigsblau,16.11.2014
416511,155,Olivgruen,22.08.1981
518240,104,Elfenbein,16.02.1983
97781,87,Orchidee,26.01.2012
536185,146,Amethyst,05.02.1940
240915,213,Dunkelgruen,17.08.1936
290813,149,Schlamm,17.11.2015
601479,163,Saharasand,12.05.1967
828426,322,Gold,17.04.1986
409142,313,Himbeerpink,06.07.1938
579193,137,Elfenbein,12.07.1985
102905,150,Mitternachtsblau,02.11.1935
187091,139,Pink,06.07.2019
5399,251,Scharlachrot,23.10.1989
47289,101,Feuerrot,14.04.1938
300740,133,Kobaltblau,11.04.1969
811641,76,Stahlblau,05.07.2002
208304,317,Limettengruen,23.07.1941
510506,148,Jagdgruen,21.10.1991
152934,309,Sonnengelb,23.06.1973
237202,204,Nussbraun,03.01.1995
266842,319,Korallenrot,21.04.1996
484787,155,Koenigsblau,15.11.1992
41141,368,Bronze,08.09.1979
334022,52,Graphitgrau,13.10.1932
693720,162,Indigo,02.04.1944
272775,266,Indigo,09.09.1974
585292,240,Kieselgrau,23.09.2007
365142,217,Stahlblau,14.01.2014
304048,261,Granatrot,24.04.1955
36309,169,Kaktusgruen,24.11.1939
774737,79,Kaktusgruen,25.08.1932
474253,247,Tuerkis,19.02.1987
781663,108,Gelb,26.05.1985
67441,18,Lila,11.02.1980
947344,71,Mitternachtsblau,20.06.1988
510041,10,Beige,26.06.1934
369246,206,Dunkelgruen,07.02.1963
983740,339,Violett,25.06.1956
861516,95,Gold,05.06.2018
