CustomerID,CarID,CarColor,Date
60756,148,Kobaltgruen,19.02.1948
732860,323,Stahlblau,08.10.2013
462199,168,Schneeweiss,16.08.2004
290465,144,Cremeweiss,10.04.1955
344502,17,Pfirsich,07.10.1927
346702,304,Limettengruen,19.02.1931
132402,229,Dunkelgrau,18.10.1970
965043,127,Smaragdgruen,21.08.1938
277356,112,Granatrot,11.09.1989
556206,77,Amethyst,22.06.1984
320105,243,Orchidee,23.11.1980
542678,46,Pink,05.02.1980
239925,61,Jagdgruen,22.01.1948
214004,1,Malachitgruen,01.11.1953
633834,135,Sonnengelb,25.03.1996
614358,122,Schokoladenbraun,16.09.1972
487628,39,Feuerrot,10.03.1988
937354,115,Limettengruen,14.05.1955
193484,61,Muschelrosa,20.05.2012
510050,17,Kaktusgruen,18.10.1963
693416,21,Kirschrot,26.09.2006
883421,169,Kaktusgruen,22.01.1966
983759,268,Blau,23.02.2003
800350,251,Pfirsich,02.01.1964
897105,306,Indigo,19.06.1927
204221,243,Smaragd,21.03.2010
151727,18,Pink,10.04.1987
50707,311,Graphitgrau,16.02.1934
293019,200,Senf,24.01.1944
910634,235,Mint,19.09.1930
720771,44,Senf,14.05.1947
121290,177,Gruen,13.01.1936
62630,37,Magenta,08.02.2011
861293,224,Muschelrosa,23.01.1995
618146,352,Olivgruen,05.10.2000
289349,29,Mokka,17.05.1972
806802,288,Kieselgrau,07.01.1967
66856,84,Wasserblau,08.09.1980
228083,13,Stahlblau,06.02.2022
912908,373,Himmelgrau,20.09.1962
765969,115,Malachitgruen,27.10.2002
479155,83,Beige,16.06.1937
15094,25,Eisblau,15.03.1960
385165,184,Pflaumenblau,01.02.1991
319774,283,Karamell,08.05.2021
468538,51,Violett,26.02.2005
206873,321,Saphirblau,09.05.1924
823333,39,Braun,23.07.1988
309572,297,Himmelgrau,15.08.2002
416941,127,Marineblau,13.07.2002
910358,373,Silber,15.03.2010
96908,200,Kaktusgruen,12.03.2015
705888,178,Silber,17.07.1953
824529,244,Schokoladenbraun,11.08.1928
854031,106,Gelb,26.01.1999
90714,78,Orange,06.10.1973
135291,289,Henna,27.05.2009
743447,325,Hellgruen,05.10.1939
994924,266,Olivgruen,13.08.2013
384728,195,Karamell,20.07.1954
730902,91,Blaugruen,06.08.1963
404451,135,Sonnengelb,17.07.1989
526948,46,Rubinrot,16.06.1985
460963,105,Moosgruen,25.11.2017
450320,76,Blau,23.08.1974
401264,237,Saphirblau,09.10.1947
80603,260,Gelb,15.11.2022
125080,13,Karamell,04.07.1950
126463,374,Smaragd,21.11.2000
441783,256,Dunkelgrau,19.07.1936
252221,153,Ziegelrot,16.10.1990
216386,8,Vanille,04.01.2005
353114,96,Rubinrot,19.04.1946
419410,6,Grau,23.02.1982
694603,64,Zartrosa,06.11.1929
53719,246,Saphirblau,18.08.1973
35172,80,Scharlachrot,17.11.1956
263555,314,Magenta,19.03.2020
307705,187,Ocker,19.05.1938
