CustomerID,CarID,CarColor,Date
434891,363,Jade,24.11.1976
970960,60,Karminrot,16.06.1952
198530,142,Magenta,18.04.2021
699672,89,Aquamarin,25.07.1974
349037,313,Purpurrot,23.07.2019
154323,79,Ocker,07.01.1928
601932,84,Sahne,17.05.1982
683847,16,Weiss,11.03.2010
494636,224,Limettengruen,08.06.1987
79377,271,Mitternachtsblau,16.08.1997
669040,324,Kobaltgruen,23.11.1959
976827,338,Silber,03.05.2000
620615,246,Kobaltgruen,01.11.1943
624854,365,Hellgruen,23.03.1960
527684,135,Indigo,25.04.1984
749262,271,Tannengruen,15.09.1955
780986,57,Minzgruen,08.02.2012
580512,207,Olivgruen,21.09.1959
783191,139,Scharlachrot,09.11.1953
809055,15,Blau,01.05.1996
685683,211,Terrakotta,16.02.1958
879543,9,Dunkelblau,06.11.2000
951855,163,Orange,17.06.1992
517726,94,Elfenbein,23.05.2008
876236,251,Kobaltblau,01.05.1980
819358,252,Maisgelb,20.05.1994
656510,91,Aprikose,25.06.2022
736255,55,Braun,02.05.2021
538601,91,Weiss,14.06.2004
354203,40,Mitternachtsblau,05.01.1928
633656,147,Rot,26.03.1973
354075,296,Lila,19.04.1928
585421,282,Graphitgrau,21.10.1947
323434,139,Kirschrot,06.06.1990
396796,200,Zartrosa,18.07.1942
141662,179,Koenigsblau,04.07.1926
189662,113,Saharasand,04.07.1944
169371,360,Schneeweiss,13.01.1950
941144,134,Sahne,07.11.1963
435403,335,Mint,19.05.1991
941377,244,Schwarz,12.02.1982
518734,336,Rot,27.02.2011
108909,331,Aprikose,21.04.1951
890648,297,Smaragdgruen,15.09.1973
314906,152,Olivgruen,04.01.1981
968172,165,Lavendel,26.10.2022
812136,260,Hellblau,07.06.2013
262186,228,Weiss,21.06.1929
508530,63,Mokka,01.11.1977
783305,359,Indigo,12.04.1962
658152,93,Himmelgrau,24.03.1953
228169,167,Hellgruen,26.03.1981
278028,38,Grau,16.01.1952
525805,178,Smaragd,15.07.2006
730634,167,Saharasand,13.07.1965
285849,23,Terrakotta,26.03.2012
108862,191,Rot,11.07.2013
19769,311,Karminrot,14.08.1928
776949,206,Karamell,09.05.1964
376558,117,Smaragdgruen,04.02.1946
969263,128,Rubinrot,09.06.1970
816754,275,Schneeweiss,17.05.1998
175771,356,Nussbraun,25.08.1962
59245,352,Rosa,06.10.2007
961488,245,Olivgruen,22.11.1980
784612,131,Koenigsblau,06.03.1941
866301,39,Maisgelb,27.02.1970
90366,320,Dunkelgrau,01.09.1936
389796,376,Mint,16.07.1960
484169,356,Pink,26.02.1941
172155,333,Orchidee,02.07.2017
181107,280,Minzgruen,06.11.1954
666443,132,Mokka,02.04.1970
380033,368,Kaktusgruen,25.08.1955
49741,234,Pflaumenblau,21.10.1960
545195,80,Granatrot,23.04.1971
27190,142,Kirschrot,10.02.1923
417255,375,Magenta,20.09.1990
41496,96,Blau,23.03.1957
335268,102,Minzgruen,01.11.1929
523843,71,Schneeweiss,20.08.1942
924282,111,Dunkelgrau,03.01.1994
509928,257,Weiss,24.10.1937
103346,47,Bernstein,01.09.1976
383592,327,Feuerrot,18.07.1951
583644,289,Granatrot,25.05.1961
798656,208,Rosa,16.01.1945
972864,348,Karamell,14.02.1954
382774,359,Malachitgruen,14.01.1941
78670,24,Dunkelblau,02.09.1928
504183,193,Sahne,05.06.1976
241110,244,Mitternachtsblau,22.07.1956
647966,235,Terrakotta,12.05.1952
601373,370,Saphirblau,16.09.1999
731208,30,Ozeanblau,25.01.1948
608628,348,Kupfer,15.05.1942
57327,270,Gold,21.06.1961
747994,148,Smaragdgruen,25.11.1994
603010,57,Kieselgrau,27.03.2018
58099,185,Braun,10.07.1928
33813,289,Schwarz,22.01.1974
610571,157,Malachitgruen,02.05.1986
509780,154,Bronze,04.02.1966
358401,129,Dunkelblau,24.07.1950
514483,304,Smaragd,10.07.1996
658600,41,Bronze,14.01.2001
211786,267,Schiefergrau,26.07.1964
837224,45,Henna,27.09.1967
72680,141,Smaragd,11.11.1929
908826,271,Purpur,13.08.1977
478937,163,Feuerrot,06.05.1953
969862,326,Grau,25.08.1925
989176,0,Zitronengelb,01.10.1967
877687,14,Schokoladenbraun,11.10.1953
411282,313,Elfenbein,01.09.1958
888420,348,Gold,08.06.1928
816189,272,Mint,19.02.1972
719220,329,Blau,17.04.1960
708006,152,Amethyst,19.02.1975
375333,284,Purpur,08.04.1956
508909,324,Scharlachrot,22.02.1981
864690,52,Sonnengelb,26.01.1992
883673,45,Wasserblau,22.07.1981
660830,35,Mokka,06.10.2015
691425,309,Ozeanblau,26.06.1936
255771,192,Kirschrot,14.01.1958
715014,192,Mokka,14.10.1977
759358,226,Senf,09.06.2003
987065,248,Ocker,08.10.1978
492978,290,Ocker,05.07.1980
892354,347,Olivgruen,26.03.2016
648434,138,Jagdgruen,21.05.1927
297789,277,Schokoladenbraun,24.02.2006
858107,183,Dunkelblau,14.06.1954
372395,287,Vanille,16.04.1968
659297,289,Gelb,17.01.2019
850552,257,Zitronengelb,19.08.1972
478253,226,Purpurrot,20.09.1963
972447,289,Lavendel,02.06.1996
365790,265,Nussbraun,09.10.1958
787424,48,Minzgruen,11.10.1938
729718,291,Braun,06.05.1982
689620,357,Kobaltgruen,01.03.1952
248552,311,Senf,02.09.1932
565607,94,Smaragd,16.03.2008
372268,251,Henna,02.01.2008
138479,182,Smaragdgruen,01.11.1926
871074,17,Gelb,14.08.1969
397728,44,Koralle,05.09.2007
562576,323,Schlamm,16.09.1962
86838,152,Mokka,13.04.1972
838413,87,Mitternachtsblau,13.07.1986
106399,184,Terrakotta,06.05.1988
416080,189,Schokoladenbraun,13.09.1925
296608,299,Silber,12.11.1975
970191,56,Rosa,17.11.2008
819419,288,Kobaltgruen,04.10.1998
203619,191,Schokoladenbraun,01.07.1951
663134,129,Dunkelgrau,15.01.1947
432342,102,Schokoladenbraun,23.10.1950
629616,218,Gold,01.02.1966
465097,27,Gelb,02.06.1950
487028,277,Vanille,13.02.1970
540832,115,Schneeweiss,12.05.2004
20086,109,Scharlachrot,19.10.1966
634818,204,Karminrot,01.08.1956
746992,176,Blau,21.03.1980
751249,177,Kobaltblau,09.02.2005
355050,195,Limettengruen,19.03.1970
358867,74,Kaktusgruen,23.01.1935
242088,272,Amethyst,16.04.1975
178189,176,Purpurrot,03.06.1990
174881,10,Peridotgruen,19.01.1991
935436,238,Vanille,03.04.1955
327410,98,Pergament,04.04.1958
75555,241,Dunkelgruen,23.02.1923
701891,135,Pfirsich,23.10.1944
804361,49,Schneeweiss,20.09.1982
569515,218,Blaugruen,25.09.1969
254012,128,Pink,18.06.1999
774862,147,Rot,13.01.1946
932892,191,Tuerkis,25.05.1968
526968,226,Kobaltblau,04.08.1931
870061,73,Koenigsblau,08.11.1977
970136,249,Wasserblau,27.08.1981
63638,278,Kirschrot,12.09.1934
982320,333,Saphirblau,15.10.2011
440,43,Pink,27.06.1998
712840,300,Stahlblau,11.04.1935
30497,104,Schlamm,05.07.1980
581754,111,Kaktusgruen,15.04.1925
628233,233,Schwarz,02.01.2011
453806,273,Gruen,12.04.1981
367689,143,Ocker,04.01.1998
117305,267,Tannengruen,19.07.1962
617940,252,Hellblau,09.08.2005
791052,179,Granatrot,16.11.2015
637744,39,Dunkelgrau,21.02.1925
723527,247,Olivgruen,01.06.1987
539946,231,Lavendel,21.09.1980
123578,62,Silber,07.08.2009
164355,228,Orange,06.10.1988
205976,243,Lila,10.01.1939
630100,236,Kaktusgruen,23.06.1947
617642,105,Smaragd,10.06.2021
372553,144,Saharasand,12.01.2019
265078,315,Malachitgruen,23.02.1941
8617,375,Kobaltblau,10.05.1954
545358,157,Graphitgrau,07.09.2001
164769,23,Marineblau,27.04.1991
425961,211,Himbeerpink,16.01.1998
48268,133,Terrakotta,11.11.2011
200672,216,Eisblau,21.06.1941
420718,194,Saphirblau,13.02.1989
863872,259,Elfenbein,13.07.1925
524684,182,Gruen,05.04.1927
802781,251,Korallenrot,05.09.1995
456290,140,Bronze,05.07.1930
303676,309,Blaugruen,25.04.2018
515949,354,Himmelgrau,23.08.1977
413712,69,Schneeweiss,05.06.1933
653759,333,Sahne,21.04.2008
614709,160,Schiefergrau,03.01.1976
58139,130,Cremeweiss,22.01.2021
125303,89,Ozeanblau,18.07.1931
409714,185,Himmelblau,27.02.1925
198239,117,Dunkelblau,01.03.1990
309829,322,Lila,18.10.2001
454607,147,Blau,07.01.1977
627926,143,Muschelrosa,25.09.2011
945236,368,Tuerkis,26.07.1941
391232,8,Lavendel,04.07.1999
232751,321,Pergament,03.03.1965
990011,228,Malachitgruen,05.04.2008
423565,43,Dunkelgruen,08.05.1954
774570,296,Wasserblau,07.09.1985
391545,369,Zartrosa,08.07.2016
59688,341,Senf,07.08.2003
830988,101,Granatrot,09.06.2007
151699,11,Koenigsblau,12.03.1964
399875,198,Orange,04.01.1967
425126,124,Terrakotta,10.11.1973
235192,168,Bronze,24.08.1930
525061,60,Jagdgruen,02.05.2002
660595,20,Koralle,17.02.1950
41392,150,Karamell,03.06.1967
761274,163,Feuerrot,11.06.1964
485916,136,Vanille,24.09.1933
438941,274,Muschelrosa,10.02.1997
339519,355,Koralle,08.02.1964
877249,374,Lila,01.04.2003
881399,78,Kupfer,10.03.1978
856542,364,Limettengruen,02.01.2015
206035,91,Kieselgrau,19.09.1972
592828,100,Saharasand,27.06.1931
947641,199,Purpur,05.07.1971
689280,200,Stahlblau,22.11.1961
820196,241,Hellgruen,05.09.2016
86784,88,Jade,02.04.2003
565550,287,Dunkelgrau,03.09.2019
614657,11,Lavendel,20.10.1953
825916,101,Grau,19.03.2006
751695,87,Mitternachtsblau,15.03.1965
584667,56,Beige,11.05.1997
479231,62,Saphirblau,01.10.2020
855170,201,Tuerkis,27.05.2007
499624,310,Hellgruen,16.10.1947
453474,107,Scharlachrot,25.07.1974
695825,341,Terrakotta,14.09.1998
253193,200,Sonnengelb,08.08.1929
814086,50,Violett,26.09.1965
959942,294,Dunkelgrau,08.01.1948
380804,144,Henna,25.01.1948
568278,354,Nussbraun,25.09.1927
150385,124,Indigo,03.09.1952
311714,372,Moosgruen,14.05.2021
78494,222,Jade,17.08.1983
805035,364,Elfenbein,07.08.1997
362218,360,Granatrot,02.05.2012
494533,82,Stahlblau,06.11.1951
33400,244,Zitronengelb,09.06.1958
353478,174,Gruen,07.11.1951
4346,272,Schneeweiss,06.01.1923
899342,3,Schokoladenbraun,08.09.1979
943737,116,Kobaltblau,03.01.1957
526030,103,Moosgruen,24.10.1931
156657,242,Lavendel,19.10.1969
563543,130,Kieselgrau,18.02.2021
928019,327,Pergament,21.11.1981
752782,293,Muschelrosa,15.06.1950
439212,223,Karminrot,04.06.2000
700474,27,Gold,18.09.1998
741757,86,Mokka,03.06.1964
351749,286,Jagdgruen,12.01.1964
991660,75,Kirschrot,26.07.1972
878534,5,Kaktusgruen,24.08.1984
168768,132,Dunkelblau,04.03.1987
362060,77,Bernstein,03.06.1931
21227,258,Pink,04.09.1929
284830,264,Purpur,05.04.1980
372945,7,Kirschrot,24.11.1966
929636,40,Schneeweiss,03.09.1962
37636,0,Gelb,11.09.1987
660168,293,Kieselgrau,06.11.2022
360641,305,Weiss,19.07.1977
116706,131,Schlamm,06.01.1994
371412,272,Senf,17.02.1998
241550,117,Nussbraun,08.08.2019
468645,149,Schlamm,01.04.1986
350697,301,Blau,05.11.1989
958712,331,Himmelblau,23.01.2021
540386,251,Graphitgrau,21.08.1939
186364,171,Blau,23.01.1983
107581,339,Schokoladenbraun,23.03.2004
775191,117,Saphirblau,23.04.2017
279866,295,Henna,09.08.1960
984991,321,Gold,04.01.1991
351178,330,Braun,08.08.2021
913217,83,Wasserblau,16.07.1941
663579,255,Henna,25.09.1935
595458,326,Zartrosa,04.10.2016
749045,330,Ozeanblau,17.02.1979
940594,356,Salbeigruen,15.08.2012
307489,201,Himmelgrau,14.10.1925
513212,70,Schiefergrau,06.07.2015
499822,61,Gold,16.11.1955
979081,71,Gruen,14.08.1957
220894,161,Indigo,20.10.1948
7395,240,Maisgelb,27.06.2004
288852,29,Schneeweiss,27.08.1959
281579,89,Kaktusgruen,05.08.1923
563716,331,Blau,09.08.1977
714526,181,Saphirblau,18.05.1926
203246,87,Saharasand,10.01.1956
417729,250,Blaugruen,27.10.1997
97247,371,Braun,12.11.1927
440319,83,Aquamarin,22.06.1923
179398,216,Elfenbein,22.11.1977
505182,350,Limettengruen,26.10.1965
946237,96,Himbeerpink,04.07.2022
172306,70,Lila,04.09.1961
51130,78,Kaktusgruen,20.02.1983
614369,246,Purpur,15.09.1940
788867,27,Smaragdgruen,24.04.2014
619416,151,Schwarz,13.01.2015
203969,38,Sonnengelb,07.01.2011
453420,34,Olivgruen,04.11.1975
722166,153,Ozeanblau,10.06.1983
250325,221,Feuerrot,17.02.1938
486624,102,Violett,16.05.1969
607242,7,Koralle,13.01.1983
498383,23,Rubinrot,05.02.1983
397464,333,Muschelrosa,04.05.1998
248494,121,Mokka,04.05.1926
886508,109,Aquamarin,06.08.1957
937806,200,Himbeerpink,18.07.1945
739900,185,Olivgruen,17.10.1997
118823,305,Rubinrot,12.01.1964
902712,2,Mokka,07.01.1990
502941,78,Tuerkis,19.08.1999
668595,154,Zinnoberrot,04.01.1965
754701,280,Lavendel,25.02.1995
774102,269,Marineblau,08.07.2018
828790,84,Sahne,18.09.1930
511467,110,Indigo,19.01.1958
203062,232,Lavendel,24.09.2017
739308,271,Wasserblau,06.02.1986
525686,186,Aprikose,20.05.1982
973038,305,Blau,27.07.1955
301260,247,Bernstein,11.11.1986
937020,248,Nussbraun,13.09.1958
601619,87,Schlamm,01.02.1930
166035,115,Mint,13.02.1931
673358,182,Kupfer,24.02.1932
203448,179,Koralle,12.06.1984
518093,138,Kobaltgruen,09.02.1934
222439,161,Muschelrosa,08.09.1975
675863,26,Minzgruen,15.01.1943
198708,10,Henna,18.02.1977
176732,67,Karminrot,22.01.2013
261659,46,Dunkelblau,03.10.2004
48864,179,Mint,25.07.2000
51746,81,Lila,05.08.1990
559337,170,Kupfer,04.11.2021
