CustomerID,CarID,CarColor,Date
420275,240,Wasserblau,22.02.1923
925037,197,Gelb,08.02.1948
754351,308,Karamell,16.01.1981
138476,335,Orange,18.10.1967
482582,203,Rubinrot,06.05.2011
162367,377,Vanille,04.10.2017
534070,130,Kobaltblau,15.06.1978
823688,201,Peridotgruen,11.02.1944
721031,343,Kupfer,10.07.2001
145430,188,Kupfer,25.06.1967
684194,217,Blaugruen,05.02.1981
130034,353,Braun,22.04.1949
527859,292,Aquamarin,09.09.1993
514968,149,Aquamarin,09.03.2014
434400,119,Ocker,06.06.1966
728804,134,Himbeerpink,18.09.1954
146255,22,Beige,11.09.1991
447162,289,Blaugruen,20.02.1976
447584,305,Bronze,13.10.2020
735219,178,Himmelgrau,13.01.1994
296344,344,Purpurrot,02.06.1983
692125,100,Schiefergrau,19.06.2001
787851,287,Pfauenblau,01.10.1941
351262,360,Rosa,06.05.2019
177657,305,Ozeanblau,23.01.1943
777936,342,Schokoladenbraun,22.03.1961
740027,343,Aquamarin,09.11.1957
351399,119,Schokoladenbraun,02.11.1966
217488,237,Peridotgruen,10.06.1988
475906,243,Saharasand,16.02.1936
800968,282,Kobaltblau,09.05.1936
559156,9,Pergament,20.01.1942
468021,237,Pergament,19.08.1970
838100,52,Amethyst,26.03.1968
896841,85,Braun,04.07.1957
35550,173,Violett,17.08.1992
494810,263,Pfauenblau,06.06.2011
409283,14,Terrakotta,23.06.1982
402470,88,Karminrot,03.10.1998
36292,90,Dunkelgruen,16.05.1988
723539,21,Schlamm,05.10.1988
373627,242,Kieselgrau,11.07.1955
14120,136,Saharasand,12.02.1958
152503,264,Azurblau,01.06.1943
215029,346,Peridotgruen,03.09.2012
549459,203,Bronze,18.01.2006
352184,96,Minzgruen,07.05.1942
516995,234,Bernstein,16.11.2012
479088,365,Weiss,03.01.1937
838994,310,Maisgelb,26.02.1975
948078,293,Pflaumenblau,09.01.1969
453050,89,Korallenrot,09.07.1978
699579,78,Pfauenblau,25.06.2015
309734,5,Pergament,01.01.1986
197260,78,Saharasand,18.02.1924
296890,266,Terrakotta,01.07.2008
289381,107,Eisblau,11.09.1969
48575,348,Violett,20.01.2020
69622,308,Salbeigruen,22.02.1990
162860,350,Limettengruen,05.11.1999
968886,199,Gold,18.01.1929
479593,36,Jagdgruen,27.04.1985
642423,133,Dunkelblau,16.07.2012
997351,212,Dunkelblau,26.05.1927
148189,128,Pflaumenblau,04.03.1943
356188,339,Dunkelblau,25.01.1954
433280,12,Pergament,17.06.2020
318522,190,Pink,16.02.1981
744134,37,Sahne,25.01.1964
607706,158,Kirschrot,04.01.1995
41191,340,Peridotgruen,12.10.2013
301007,218,Schwarz,13.04.2005
336698,356,Azurblau,07.05.1947
90641,300,Smaragdgruen,05.04.1987
230336,24,Rubinrot,24.04.1949
360088,118,Zitronengelb,04.01.1943
817042,373,Scharlachrot,25.08.2018
917399,42,Rosa,07.02.2006
412154,29,Orchidee,25.11.1959
841823,257,Smaragd,27.07.1928
389193,158,Graphitgrau,12.04.1946
431754,327,Zartrosa,22.10.1935
817060,202,Salbeigruen,14.03.1988
463938,309,Purpur,13.09.1944
511419,285,Pink,16.02.1971
265358,344,Maisgelb,21.10.1971
403364,159,Tuerkis,07.05.2022
607327,198,Rot,15.02.2008
837234,328,Schwarz,05.11.2019
320336,152,Blau,13.09.2000
76944,126,Blau,26.02.1977
13956,161,Mint,23.09.1990
335182,50,Mitternachtsblau,01.04.1988
687735,98,Marineblau,23.09.2010
582230,53,Stahlblau,21.08.1978
249193,178,Kaktusgruen,01.03.2009
42391,323,Bernstein,05.02.1975
403207,82,Olivgruen,26.05.1993
283940,286,Smaragd,03.05.1954
113929,19,Himmelgrau,13.05.1996
379650,99,Silber,23.11.1993
799875,98,Blau,11.09.1958
915381,153,Kaktusgruen,06.11.1927
264111,111,Cremeweiss,24.11.1986
43678,136,Pfauenblau,20.01.1957
985792,306,Aquamarin,16.07.1989
424255,54,Rot,12.06.1943
981867,129,Schneeweiss,03.05.1928
953930,351,Bernstein,15.06.1981
25485,224,Korallenrot,23.07.1984
61173,134,Tuerkis,23.06.1956
654560,12,Himbeerpink,08.06.1989
562252,201,Ozeanblau,12.04.1924
261724,226,Granatrot,15.08.1928
531323,324,Henna,25.03.2019
865735,251,Moosgruen,16.05.1943
42406,290,Silber,07.06.1992
508936,159,Jade,06.08.1944
295889,356,Scharlachrot,09.05.1965
448003,331,Pink,21.08.1982
396723,352,Stahlblau,27.07.1940
765880,22,Eisblau,08.10.1990
959118,128,Henna,05.07.1950
406521,3,Dunkelblau,21.09.2005
559734,213,Rubinrot,05.10.1988
455378,174,Pfirsich,11.06.1941
887656,360,Azurblau,23.02.1947
610327,322,Aprikose,15.11.2003
441721,166,Marineblau,12.10.1996
442485,373,Braun,01.01.1955
944122,217,Saphirblau,17.02.1997
191247,316,Sonnengelb,08.07.1958
785750,182,Stahlblau,26.10.1986
548450,158,Kirschrot,26.07.1975
892438,27,Granatrot,17.08.2000
421739,162,Granatrot,02.08.1954
560094,320,Saphirblau,04.09.1991
789602,299,Dunkelblau,20.01.1926
189227,361,Maisgelb,21.10.1937
104371,189,Salbeigruen,18.03.1945
169863,10,Malachitgruen,22.08.1999
412034,332,Aprikose,25.09.1940
252666,5,Purpurrot,08.10.1943
604048,223,Pflaumenblau,01.06.1927
531281,311,Kobaltgruen,12.06.2001
753056,11,Tuerkis,22.07.2016
572385,214,Zinnoberrot,14.05.2022
285663,255,Korallenrot,13.04.1929
571729,33,Amethyst,21.01.1990
974874,11,Marineblau,05.03.1998
986720,302,Tannengruen,04.04.1923
608919,310,Aquamarin,02.01.1927
939843,210,Braun,09.05.2017
342610,318,Wasserblau,19.08.2007
65814,263,Pergament,24.09.2021
888406,35,Aquamarin,20.09.2011
547957,362,Salbeigruen,01.04.2002
616280,306,Karminrot,10.03.1939
507411,315,Azurblau,05.03.1955
577595,366,Vanille,26.04.1983
156722,253,Purpur,06.07.2005
478583,117,Marineblau,05.05.1944
219435,149,Ziegelrot,25.02.1985
738490,108,Indigo,24.09.1988
409327,185,Koralle,20.11.2013
810209,92,Limettengruen,08.09.1973
946814,277,Henna,02.06.1952
816616,162,Schiefergrau,22.02.1946
175070,301,Azurblau,11.06.1957
457906,185,Lavendel,11.02.1968
751452,68,Kobaltblau,23.11.1977
811603,6,Koralle,21.01.2016
58350,363,Violett,21.10.2018
172403,60,Blau,16.10.1987
678168,277,Weiss,07.05.1934
221477,173,Tannengruen,03.05.2017
781327,95,Rubinrot,09.07.1937
307005,310,Salbeigruen,11.07.1962
828097,130,Eisblau,21.10.2001
175903,128,Indigo,17.01.1999
132064,294,Bronze,02.07.2018
503337,287,Wasserblau,14.05.1949
823328,241,Zinnoberrot,12.10.1978
565876,292,Ziegelrot,04.06.1923
614396,300,Purpur,12.09.1973
643309,235,Schiefergrau,24.11.1950
192393,321,Jagdgruen,17.05.2010
34457,260,Granatrot,09.07.2019
441985,211,Kaktusgruen,13.05.1977
619998,377,Smaragd,05.11.1940
158043,125,Aquamarin,07.04.1925
794905,184,Pink,08.01.1935
663630,78,Korallenrot,17.03.1952
104483,13,Kirschrot,13.06.1978
869240,283,Senf,09.06.1950
942165,105,Jade,21.05.2006
16621,95,Sonnengelb,23.11.2002
164028,279,Korallenrot,17.08.1944
256217,95,Gelb,14.11.1933
838943,194,Terrakotta,12.07.2013
432802,73,Marineblau,17.05.1935
402050,149,Schneeweiss,05.11.1987
254665,202,Blau,01.03.1945
71995,223,Schwarz,26.02.1934
248865,119,Minzgruen,26.02.1989
946526,118,Rubinrot,05.03.1998
549062,77,Pfirsich,02.08.1947
612939,343,Cremeweiss,11.04.1934
249259,189,Lavendel,17.08.2014
182040,186,Lavendel,02.08.2000
8811,148,Eisblau,15.03.1997
847079,27,Korallenrot,18.05.1968
394581,177,Orchidee,24.05.1994
564576,218,Aprikose,21.11.1995
650620,139,Pflaumenblau,18.05.1966
475733,311,Marineblau,16.04.1959
103749,1,Wasserblau,21.10.2004
372807,342,Dunkelgruen,08.10.1936
270040,255,Kobaltgruen,21.04.1953
193415,29,Nussbraun,17.09.1937
876319,342,Orange,12.03.1948
883072,294,Kobaltblau,20.03.2008
748849,371,Lila,23.02.1980
423608,91,Purpur,16.08.1997
397359,111,Kobaltgruen,22.11.1933
667613,289,Granatrot,25.10.1944
887944,70,Smaragdgruen,08.08.1972
840993,41,Maisgelb,11.04.1927
976890,345,Zinnoberrot,21.10.1946
305027,247,Schokoladenbraun,20.10.1997
304212,5,Azurblau,06.03.1947
703620,137,Maisgelb,27.11.2006
199359,75,Violett,15.01.1956
494099,371,Blaugruen,27.06.1948
528353,360,Violett,08.10.1952
500575,343,Orange,17.11.1957
698382,219,Limettengruen,14.10.2007
714324,49,Smaragdgruen,02.03.1964
656506,181,Kupfer,20.06.1952
966199,298,Peridotgruen,16.01.1943
