300001,278764,2125.77
300002,697740,3106.2
300003,419597,2264.85
300004,367590,2599.12
300005,625149,1403
300006,82217,2992.0999999999995
300007,103745,3717.78
300008,181702,1504.1200000000001
300009,164745,2526.16
300010,684417,4484.25
300011,686380,3100.57
300012,992580,1511.2599999999998
300013,790324,675.9
300014,530937,4059.0699999999997
300015,897468,2372.56
300016,619210,3357.95
300017,502541,1222.08
300018,366524,3494.2700000000004
300019,244027,3339.1800000000003
300020,544315,2892.84
300021,3194,221.54999999999998
300022,917089,3630.8599999999997
300023,117489,4042.24
300024,121413,2883.2200000000003
300025,882778,4957.32
300026,158160,376.46000000000004
300027,364699,4940.73
300028,703422,5899.1500000000015
300029,329643,734.4200000000001
300030,432472,1833.19
300031,840750,4266.49
300032,76389,1200.23
300033,655287,4345.23
300034,840127,6224.8099999999995
300035,236493,2630.55
300036,884232,3327.93
300037,949662,916.96
300038,807685,3926.08
300039,668141,819.77
300040,836190,4172.67
300041,888774,3550.02
300042,397103,582.12
300043,453650,1180.61
300044,969729,1467.15
300045,894059,3497.5299999999997
300046,558813,2351.54
300047,508347,6246.529999999999
300048,211106,1279.5700000000002
300049,996146,832.16
300050,848124,1207.81
300051,48199,1953.4099999999999
300052,814162,965.9100000000001
300053,891011,870.66
300054,729789,3405.65
300055,33870,3329.3599999999997
300056,852500,3246.4100000000003
300057,422449,2714.6800000000003
300058,68529,4301.43
300059,933534,2424.29
300060,19066,1448.9399999999996
300061,448771,2262.32
300062,481026,449.40000000000003
300063,103540,1514.54
300064,106350,2906.3100000000004
300065,1467,1243.5900000000001
300066,279064,13.32
300067,339148,1867.19
300068,584894,1742.02
300069,113901,12.96
300070,500393,5400.33
300071,925650,3952.35
300072,336278,3668.37
300073,982197,4358.77
300074,983867,2114.7099999999996
300075,1069,1228.96
300076,167229,2082.1000000000004
300077,667734,2717.8799999999997
300078,419942,2471.2
300079,150204,1852.2199999999998
300080,1902,243.75
300081,191005,1135.68
300082,594693,1493.1100000000001
300083,778507,1452.23
300084,38897,6080.52
300085,570053,7571.29
300086,98874,3279.8
300087,289575,1602.64
300088,945133,3949.98
300089,995194,814.5
300090,808179,1770.1000000000001
300091,839437,2097.81
300092,150971,1942.41
300093,880273,4120.66
300094,677823,3406.6400000000003
300095,440144,3006.57
300096,924472,3439.96
300097,272661,3540.1999999999994
300098,659580,1010.49
300099,179374,5693.93
300100,495915,2077.56
300101,689821,917.41
300102,588538,524.96
300103,555872,6248.369999999999
300104,934660,1164.32
300105,924258,808.73
300106,113914,2245.51
300107,268509,2237.8199999999997
300108,267666,2791.37
300109,458547,1209.81
300110,614872,5219.039999999999
300111,389416,845.58
300112,284933,2574.22
300113,528568,1823.1599999999999
