800001,201589,2136.46
800002,633276,5627.38
800003,943631,2356.16
800004,770438,1639.8000000000002
800005,78940,2622.77
800006,543669,9.51
800007,479221,3024.8699999999994
800008,546999,2087.55
800009,345483,5272.249999999999
800010,70436,5570.07
800011,106203,5758.32
800012,570896,4927.43
800013,824401,4101.1900000000005
800014,154208,2123.9700000000003
800015,200508,5695.009999999999
800016,660133,3850.12
800017,86209,201.51
800018,729189,4315.18
800019,321226,3486.9300000000003
800020,111401,6223.09
800021,758527,4147.4800000000005
800022,629510,451.96
800023,519896,6403.890000000001
800024,537019,656.2
800025,973978,1393.7400000000002
800026,210835,87.72
800027,671907,2385.91
800028,594375,1123.5
800029,376573,3319.6099999999997
800030,472589,2913.6400000000003
800031,834782,1441.46
800032,753628,3035.3599999999997
800033,592442,436.98
800034,251833,2736.92
800035,550147,872.36
800036,631666,2973.5199999999995
800037,642212,4301.870000000001
800038,730312,2462.02
800039,871779,42.68
800040,379696,1238.6899999999998
800041,840727,3020.95
800042,692040,1759.9699999999998
800043,346141,2029.66
800044,663449,2598.05
800045,990005,5853.23
800046,705274,2818.5599999999995
800047,505322,4600.9800000000005
800048,796623,208.69
800049,975836,3713.42
800050,576402,1292.9499999999998
800051,19988,932.17
800052,954017,968.2399999999999
800053,786687,4295.099999999999
800054,645236,2046.48
800055,223341,6951.240000000001
800056,716457,2386.1000000000004
800057,641400,2073.15
800058,312359,2048.52
800059,251164,3521.46
800060,4834,2786.71
800061,799475,2925.32
800062,836009,2561.6099999999997
800063,993544,4316.22
800064,836126,5143.24
800065,887705,1208.2500000000002
800066,632698,755.66
800067,254529,3261.52
800068,516704,293.39
800069,695808,1721.97
800070,791248,6128.41
800071,542736,3548.8300000000004
800072,607134,1230
800073,265524,240.79999999999998
800074,77567,103.98
800075,797460,1756.2
800076,839695,3287.85
800077,531723,74.72
800078,299402,2853.1400000000003
800079,122053,2157.47
800080,458248,5308.04
800081,695181,3055.67
800082,112765,6018.3
800083,996869,1949.46
800084,635539,4151.83
800085,708541,3488.6299999999997
800086,622473,2015.54
800087,468892,3048.09
800088,520878,1852.53
800089,162034,4155.6
