Id,CustomerId,Total
1,660946,864.09
2,623223,3611.74
3,645535,4273.7
4,512941,3634.7000000000003
5,557596,217.94
6,734804,4647.96
7,86329,3992.92
8,188600,3886.2799999999997
9,575127,2926.05
10,913511,3404.04
11,568065,1462.1
12,760204,1943.64
13,49526,2042.94
14,316154,2940.5899999999997
15,323927,476.21
16,716100,6371.77
17,949886,6791.81
18,41215,5947.1
19,409171,1266.81
20,377488,4220.7
21,362150,1486.3400000000001
22,517209,3767.0499999999997
23,799374,192.64
24,802243,3344.45
25,703574,711.22
26,494924,4608.49
27,320889,1321.04
28,936006,2988.77
29,632672,1749.3700000000001
30,924890,4027.79
31,897689,3025.54
32,739753,2058.77
33,610969,1422.1299999999999
34,611335,4083.4300000000003
35,282228,1500.4799999999998
36,324137,1096.33
37,191296,2506.6699999999996
38,29501,2630.0000000000005
39,643167,5505.89
40,919026,2529.62
41,334711,4309.840000000001
42,714689,4560.4
43,8089,718.9
44,105713,2371.05
45,536021,1863.8400000000001
46,793668,705.82
47,493739,5736.740000000001
48,496789,3357.78
49,800285,4120.71
50,438130,1918.8000000000002
51,264648,2101.32
52,381886,3245.39
53,757359,1206.72
54,302348,1790.29
55,151452,1790.7800000000002
56,475118,3399.51
57,935787,1590.01
58,665583,5862.000000000001
59,8435,2128.4500000000003
60,317605,4460.19
61,787819,3137.67
62,214902,2636.83
63,865158,2151.12
64,257212,3470.38
65,881147,2127.0699999999997
66,732430,1144.5500000000002
67,750797,3093.36
68,816307,2551.7200000000003
69,361567,4185.55
70,402637,1303.97
71,305809,1753.88
72,609103,5214.0599999999995
73,234258,3579.17
74,981502,4249.52
75,450023,4.56
76,747141,237.26
77,860894,1249.73
78,130182,2877.4700000000003
79,242834,6870.379999999999
80,813662,84.01
81,571471,1222.21
82,114189,2166.7200000000003
83,812142,3288.1899999999996
84,8176,3272.4100000000003
85,559390,5349.28
86,381798,5636.300000000001
87,138533,558.99
88,703249,1111.62
89,168358,2880.1099999999997
90,906486,416.7
91,858484,3249.13
92,103626,1493.9
93,965479,2669.3199999999997
94,374865,2309.94
95,320928,1377.42
96,441217,2680.16
97,82425,1822.89
98,114157,1935.7599999999998
99,130216,4984.6
100,883783,1472.44
101,56748,247.61
102,296479,1973.23
103,55004,3465.1400000000003
104,240916,2209.89
105,397155,430.08
106,788159,3891.35
107,848717,4498.57
108,592876,5986.300000000001
109,266083,141.69
110,844786,504.46
111,707105,3646.34
112,644745,5637.2300000000005
113,853431,1635.02
114,155382,5040.610000000001
115,905209,566.85
116,174471,429.20000000000005
117,881195,1885.68
118,384585,3591.97
119,130484,1698.0600000000002
120,9665,2731.97
121,298431,1578.33
122,612564,1880.5100000000002
123,703240,3002.7000000000003
124,841980,1645.48
125,240262,1513.02
126,369915,2388.03
127,86497,1486.21
128,820760,4503.5
129,36290,2910.3799999999997
130,701679,75.35
131,979677,2527.24
132,849018,3877.2
133,960124,6740.51
134,393747,3154.4600000000005
135,568565,1625.58
136,326806,1785.77
137,791084,1416.8700000000001
138,62298,4800.27
139,497931,2542.15
140,911485,5451.55
141,677155,454.24
142,791992,3330.3599999999997
143,397338,3904.17
144,402996,3074.68
145,109674,4068.210000000001
146,754787,2845.34
147,553908,3404.92
148,109446,2331.27
149,812738,1428.88
150,33177,1193.44
151,195828,1060.64
152,424777,1345.5900000000001
153,177028,425.73
154,756003,89.29
155,834896,5400.45
156,196062,2887.4300000000003
157,476184,1993.45
158,97814,577.24
159,681801,2443.01
160,543705,882.75
161,952984,882.9000000000001
162,352469,1788.68
163,816905,1742.9500000000003
164,340929,4568.9400000000005
165,947879,564.32
166,439,270.48
167,169423,1928.4899999999998
168,432660,3031.0700000000006
169,234739,4983.62
170,872394,961.3399999999999
171,36889,2663.1400000000003
172,904902,3059.9799999999996
173,101048,733.1399999999999
174,586759,974.65
175,459479,1773.8700000000001
176,18091,5106.89
177,17633,4264.46
178,71379,4935.379999999999
179,316439,417.75000000000006
180,738007,6859.97
181,777058,2658.73
182,715925,1406.35
183,73661,2477.7
184,369491,3723.69
185,252292,3477.75
186,959012,480.42
187,7259,1642.17
188,289846,1734.7
189,715824,1399.4099999999999
190,534199,1508.36
191,303198,1648.3799999999999
192,682934,1623.55
193,971323,1221.68
194,428808,758.56
195,845198,5003.36
196,693413,2251.8199999999997
197,136096,2546.79
198,249633,1545.8700000000001
199,876082,150.54000000000002
200,535809,3889.6
201,443771,3661.91
202,658986,4779.280000000001
203,358254,3128.41
204,384704,5139.639999999999
205,673348,1020.89
206,513499,1229.56
207,916594,4850.849999999999
208,905244,896.01
209,288541,1295.09
210,757361,4877.030000000001
211,821747,151.43
212,891898,1628.21
213,784143,900.21
214,51623,1654.58
215,28083,3803.97
216,20232,1331.8
217,36658,3743.71
218,487140,3617.8
219,2898,4204.639999999999
220,258246,771.36
221,605144,3360.9999999999995
222,525814,2833.4799999999996
223,57951,3560.09
224,566925,2767.71
225,738135,64.54
226,979666,1503.7
227,771744,2402.96
228,407605,3421.1800000000003
229,738545,2451.44
