419151,2,44785,13,1068.6000000000001
419151,3,207217,9,286.38
419151,4,320051,16,151.36
419151,5,937054,4,299.92
419151,6,729001,2,139.64
419151,7,485831,17,244.46
419152,0,888338,10,880
419152,1,289797,2,64.24
419152,2,125372,5,277.04999999999995
419152,3,158415,6,193.68
419153,0,604431,7,221.34
419153,1,970899,1,21.04
419154,0,897384,13,1033.5
419154,1,624044,14,520.52
419154,2,521776,1,51.09
419154,3,700232,2,12.34
419154,4,903101,11,865.92
419154,5,292290,4,353.16
419154,6,870651,5,71.75
419154,7,989544,11,935.11
419154,8,814981,9,881.91
419155,0,864829,1,52.25
419155,1,266253,18,997.5600000000001
419156,0,8354,3,227.45999999999998
419156,1,823919,7,118.78999999999999
419156,2,33140,5,193.95
419156,3,794433,6,431.88
419156,4,442669,18,299.34
419157,0,206157,9,714.24
419157,1,408335,15,1048.35
419158,0,712307,1,32.29
419158,1,796708,14,516.74
419158,2,729090,15,337.95000000000005
419158,3,268295,12,1132.08
419158,4,924798,3,209.10000000000002
419158,5,192413,3,158.07
419158,6,840388,18,1602.8999999999999
419158,7,366041,1,65.62
419158,8,500592,5,87.2
419159,0,8545,1,8.65
419159,1,299773,15,631.35
419160,0,796334,14,1375.08
419160,1,369546,3,9.870000000000001
419161,0,852897,17,608.43
419161,1,132777,3,86.64
419161,2,246148,10,932
419161,3,979098,14,1199.1000000000001
419161,4,321457,2,30.62
419162,0,121482,18,1279.98
419162,1,257703,10,427.2
419162,2,768467,7,289.94
419162,3,567386,15,1397.55
419162,4,660916,19,19.95
419162,5,352219,16,320
419162,6,42629,1,27.13
419162,7,881256,3,196.62
419163,0,283013,5,155.75
419163,1,813126,16,679.52
419163,2,954570,14,1149.3999999999999
419163,3,928274,19,1446.09
419163,4,880802,19,1190.35
419163,5,21679,11,716.6500000000001
419164,0,683817,14,770.6999999999999
419165,0,653726,3,3.87
419166,0,92832,11,929.39
419167,0,251110,6,560.28
419167,1,273139,13,1177.4099999999999
419167,2,600576,3,255.66
419168,0,145120,6,507.41999999999996
419168,1,305282,16,1380
419168,2,766814,8,601.04
419168,3,249077,1,72.65
419169,0,400223,14,607.32
419169,1,149759,8,508.72
419169,2,797480,15,46.349999999999994
419169,3,173857,12,1164
419169,4,180689,3,195.09
419169,5,664223,10,960.6999999999999
419169,6,694307,16,234.72
419170,0,589510,17,1209.38
419170,1,568685,15,1033.0500000000002
419171,0,338525,15,1438.35
419171,1,927100,6,212.04000000000002
419171,2,432249,2,185.36
419171,3,344817,10,876.8000000000001
419171,4,289832,1,52.75
419172,0,826054,10,936.2
419172,1,315899,14,379.53999999999996
419172,2,996164,3,67.83
419172,3,845118,14,128.1
419172,4,966450,11,512.38
419172,5,888260,17,1062.5
419172,6,647025,14,834.12
419172,7,21483,6,494.52
419173,0,705490,9,112.14000000000001
419173,1,137522,19,1495.8700000000001
419173,2,267482,16,679.36
419173,3,281257,18,1085.22
419173,4,783771,9,74.34
419174,0,765350,8,570.88
419174,1,473710,13,146.38
419174,2,410432,12,1175.04
419174,3,211758,1,15.22
419174,4,151194,16,888.16
419174,5,366109,16,62.24
419174,6,285755,4,226.28
419175,0,861260,13,139.23000000000002
419175,1,705483,3,76.83
419175,2,660858,13,38.61
419175,3,469471,14,718.9
419176,0,845776,14,557.9
419176,1,499051,3,234.42000000000002
419176,2,305415,5,271.5
419176,3,293757,11,776.05
419177,0,277209,2,149.46
419177,1,239208,6,8.82
419178,0,858704,4,393.56
419179,0,992451,18,36
419179,1,763758,2,128.56
419179,2,917112,6,216.12
419179,3,968432,9,4.41
419179,4,345955,4,106.84
419179,5,734633,17,1323.11
419180,0,179035,10,634.2
419180,1,901574,8,45.44
419180,2,839092,15,1281.6
419180,3,960991,19,1410.3700000000001
419181,0,452148,4,333.64
419181,1,94400,14,128.38
419181,2,289876,10,92.5
419181,3,592358,4,152.24
419181,4,358786,8,249.76
419182,0,402128,11,701.25
419182,1,540688,4,285.84
419182,2,621414,9,26.46
419182,3,283475,2,130.68
419182,4,37772,8,189.04
419182,5,996255,14,1042.02
419182,6,961779,8,723.28
419182,7,407879,8,531.52
419182,8,870438,11,586.4100000000001
419183,0,792260,5,415.75
419183,1,475310,15,1121.7
419184,0,25459,8,632.8
419184,1,288973,19,189.24
419184,2,562741,10,950.1999999999999
419184,3,583731,12,769.44
419184,4,78547,17,509.32
419184,5,90524,15,12.299999999999999
419184,6,807043,12,852.48
419184,7,53751,18,932.76
419184,8,79186,5,328.95000000000005
419185,0,993603,2,66.82
419185,1,832975,14,1096.0600000000002
419185,2,680556,16,1144
419185,3,698599,6,348.36
419185,4,891541,19,1887.08
419185,5,45558,1,5.05
419185,6,142177,17,42.669999999999995
419185,7,359728,17,1220.9399999999998
419186,0,95869,9,757.35
419186,1,743791,5,167.25
419186,2,476729,14,105.14
419186,3,477981,1,85.5
419186,4,874493,8,670.96
419187,0,631377,13,427.18
419187,1,300833,14,562.24
419187,2,893733,3,112.08
419188,0,937200,11,172.92000000000002
419188,1,892251,17,135.49
419188,2,811406,15,826.8
419188,3,859891,12,1.44
419188,4,294501,11,946.55
419188,5,598816,17,57.46
419188,6,502883,7,243.25
419189,0,991778,18,1074.06
419189,1,372122,5,97.95
419189,2,132885,14,1311.6599999999999
419189,3,434755,9,844.65
419189,4,398081,15,1185.45
419189,5,996187,17,741.88
419189,6,925145,14,425.18
419189,7,795535,8,508.72
419189,8,159369,8,756.96
419190,0,131868,15,4.050000000000001
419191,0,427939,15,912.6
419191,1,571334,14,294.14000000000004
419191,2,438297,4,222.72
419191,3,360606,10,584.2
419191,4,837372,12,448.08000000000004
419191,5,538345,14,87.36
419191,6,402055,13,660.79
419192,0,697777,5,33.95
419192,1,157425,2,74.58
419192,2,817826,14,387.8
419193,0,479872,19,1717.41
419193,1,129951,9,444.33
419193,2,657815,17,456.10999999999996
419193,3,34633,17,1566.89
419193,4,464500,1,29.87
419193,5,317978,8,99.76
419194,0,901398,5,74.55
419194,1,588232,12,169.44
419194,2,214454,7,302.82
419194,3,836105,4,306.64
419194,4,22210,17,427.89000000000004
419195,0,539948,4,60.88
419195,1,545115,15,614.0999999999999
419195,2,282673,8,668.8
419195,3,43021,15,149.1
419195,4,499759,18,655.3799999999999
419195,5,587155,7,304.5
419195,6,410399,18,1492.02
419195,7,638876,2,51.08
419195,8,569492,7,518.56
419196,0,645136,15,727.65
419197,0,616935,17,1237.26
419197,1,996971,19,396.34
419197,2,944311,7,292.53
419198,0,629926,17,677.62
419198,1,16042,15,1402.2
419198,2,940116,14,1030.54
419198,3,884510,11,685.96
419198,4,84269,9,374.40000000000003
419198,5,980494,13,722.41
419198,6,990353,8,255.52
419199,0,107579,17,396.95000000000005
419199,1,363026,10,581.1
419199,2,678290,18,720
419199,3,238544,7,319.41
419200,0,345315,15,206.25
419200,1,656439,11,561.55
419200,2,14772,15,1028.1000000000001
419200,3,453569,15,1152.75
419200,4,717069,4,210.8
419201,0,286980,1,0.02
419201,1,329079,16,1439.52
419201,2,290080,1,78.13
419202,0,11015,14,424.34
419202,1,110869,6,555.36
419203,0,406738,7,298.97
419203,1,704393,12,105.12
419203,2,992754,1,26.52
419203,3,761761,2,194.92
419203,4,112829,18,1117.44
419203,5,47946,5,415.15
419203,6,772038,6,337.74
419204,0,227880,4,393.28
419205,0,479290,16,1484.96
419205,1,675873,15,924.45
419205,2,483427,9,601.29
419205,3,664470,10,979.0999999999999
419206,0,925700,18,686.34
419206,1,286953,15,1062.15
419206,2,548428,12,859.08
419206,3,15667,15,817.1999999999999
419206,4,371270,13,541.84
419206,5,246814,16,798.56
419207,0,82844,10,48.10000000000001
419208,0,433627,9,430.2
419208,1,886249,15,968.1000000000001
419208,2,877118,18,1271.7
419208,3,857384,5,1.1500000000000001
419208,4,680488,10,269.3
419208,5,767218,18,845.46
419208,6,966424,5,163.6
419208,7,34956,15,1058.8500000000001
419208,8,362215,19,1362.4899999999998
419209,0,541274,15,151.35
419209,1,662706,19,1752.94
419209,2,178525,5,134.85
419209,3,464562,17,806.14
419209,4,325151,5,253.75
419209,5,823185,3,62.28
419209,6,597865,14,192.08
419209,7,527955,17,672.3499999999999
419209,8,763409,12,669.5999999999999
419210,0,748120,11,261.8
419210,1,420670,2,25.62
419210,2,704069,6,90.12
419210,3,393549,3,66.81
419210,4,785929,4,289.44
419210,5,89902,6,38.400000000000006
419210,6,645808,19,274.55
419210,7,530163,19,716.8699999999999
419210,8,489611,10,991.5
419211,0,988260,11,806.08
419211,1,940699,19,95.95
419211,2,176792,8,567.68
419211,3,536851,9,55.35
419211,4,391163,6,481.74
419211,5,245309,18,920.8799999999999
419212,0,825441,3,20.79
419212,1,924225,17,289.68
419212,2,729185,1,27.17
419212,3,564687,11,567.1600000000001
419212,4,123769,6,343.86
419212,5,893763,7,640.36
419213,0,817365,2,192.14
419213,1,960006,5,210.75
419213,2,506894,6,239.57999999999998
419213,3,890910,1,39.08
419213,4,546296,2,114.78
419213,5,489123,2,101.58
419213,6,628948,14,698.32
419213,7,665809,6,316.14
419213,8,323129,13,397.67
419214,0,375731,19,1552.11
419214,1,761581,6,337.92
419215,0,246836,2,188.32
419215,1,990013,3,123.30000000000001
419215,2,584351,4,337.68
